title,link,authors,publication
Relationships between intrapopulational and interpopulational genetic diversity in man,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:Mojj43d5GZwC,"G Livshits, M Nei","Annals of human biology 17 (6), 501-513, 1990"
Eighty percent of proteins are different between humans and chimpanzees,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:VL0QpB8kHFEC,"G Glazko, V Veeramachaneni, M Nei, W Makałowski","Gene 346, 215-219, 2005"
Probability of fixation and mean fixation time of an overdominant mutation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:zLWjf1WUPmwC,"M Nei, AK Roychoudhury","Genetics 74 (2), 371-380, 1973"
Concerted evolution of the immunoglobulin VH gene family.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:olpn-zPbct0C,"T Gojobori, M Nei","Molecular biology and evolution 1 (2), 195-212, 1984"
Phylogenetic analysis of polymorphic dna sequences at the adh locus indrosophila melanogaster and its sibling species,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:SdhP9T11ey4C,"J Claiborne Stephens, M Nei","Journal of molecular evolution 22 (4), 289-300, 1985"
Studies on the application of biometrical genetics to plant breeding,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:wE-fMHVdjMkC,M Nei,"Kyoto University, 1959"
Evolution of vertebrate immunoglobulin variable gene segments,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:WA5NYHcadZ8C,"T Ota, T Sitnikova, M Nei","Origin and Evolution of the Vertebrate Immune System, 221-245, 2000"
Diversity and evolution of T-cell receptor variable region genes in mammals and birds,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:7T2F9Uy0os0C,"C Su, I Jakobsen, X Gu, M Nei","Immunogenetics 50 (5), 301-308, 1999"
Molecular evolutionary,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:DquSII9TDu4C,M Nei,"Genetics, 1987"
The efficiency of haploid method of plant breeding,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:Fu2w8maKXqMC,M Nei,"Heredity 18 (95), 100, 1963"
"MEGA5: Molecular Evolutionary Genetics Analysis using likelihood, distance, and maximum parsimony methods",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:Y9VhQm-5nPIC,"K Tamura, D Peterson, N Peterson, G Stecher, M Nei, S Kumar","Mol Biol Evol 28, 2721-2739, 2011"
Phylogenetic trees,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:RMgMIBzvq-4C,M Nei,"Molecular evolutionary genetics, 287-326, 1987"
Evolutionary change of restriction cleavage sites and phylogenetic inference for man and apes.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:N5tVd3kTz84C,"M Nei, F Tajima","Molecular biology and Evolution 2 (3), 189-205, 1985"
Adaptive evolution of variable region genes encoding an unusual type of immunoglobulin in camelids,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:0KyAp5RtaNEC,"C Su, VK Nguyen, M Nei","Molecular biology and evolution 19 (3), 205-215, 2002"
Color vision of ancestral organisms of higher primates.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:uLbwQdceFCQC,"M Nei, J Zhang, S Yokoyama","Molecular biology and evolution 14 (6), 611-618, 1997"
Relative efficiencies of the maximum-parsimony and distance-matrix methods of phylogeny construction for restriction data.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:5awf1xo2G04C,"J Lin, M Nei","Molecular biology and evolution 8 (3), 356-365, 1991"
Evolutionary redefinition of immunoglobulin light chain isotypes in tetrapods using molecular markers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:Z5m8FVwuT1cC,"S Das, N Nikolaidis, J Klein, M Nei","Proceedings of the National Academy of Sciences 105 (43), 16647-16652, 2008"
Evolution of immunoglobulin VH pseudogenes in chickens.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:ye4kPcJQO24C,"T Ota, M Nei","Molecular biology and evolution 12 (1), 94-102, 1995"
Genetic relationship of human populations and ethnic differences in reaction to drugs and food.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:W5xh706n7nkC,"M Nei, N Saitou","Progress in clinical and biological research 214, 21-37, 1986"
Differences in the relative distribution of human gene diversity between electrophoretic and red and white cell antigen loci,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:tzM49s52ZIMC,"N Ryman, R Chakraborty, M Nei","Human heredity 33 (2), 93-102, 1983"
Unbiased estimates of the number of nucleotide substitutions when substitution rate varies among different sites,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:tKAzc9rXhukC,"A Rzhetsky, M Nei","Journal of molecular evolution 38 (3), 295-299, 1994"
Age of the common ancestor of human mitochondrial DNA.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:ZfRJV9d4-WMC,M Nei,"Molecular biology and evolution 9 (6), 1176-1178, 1992"
Evolution of immunoglobulin kappa chain variable region genes in vertebrates.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:35r97b3x0nAC,"T Sitnikova, M Nei","Molecular biology and evolution 15 (1), 50-60, 1998"
"The origins of human populations: genetic, linguistic, and archeological data",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:VLnqNzywnoUC,M Nei,"The origin and past of modern humans as viewed from DNA. World Scientific …, 1995"
The transient distribution of allele frequencies under mutation pressure,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:2KloaMYe4IUC,"M Nei, WH Li","Genetics Research 28 (3), 205-214, 1976"
Four-cluster analysis: a simple method to test phylogenetic hypotheses.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:_Ybze24A_UAC,"A Rzhetsky, S Kumar, M Nei","Molecular biology and evolution 12 (1), 163-167, 1995"
Estimation of mutation rate from rare protein variants.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:evX43VCCuoAC,M Nei,"American Journal of Human Genetics 29 (3), 225, 1977"
A new measure of genetic distance,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:AvfA0Oy_GE0C,M Nei,"Genetic distance, 63-76, 1974"
The estimation of outcrossing in natural populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:fEOibwPWpKIC,"M NEI, K SYAKUDO","The Japanese Journal of Genetics 33 (2), 46-51, 1958"
Fifty-million-year-old polymorphism at an immunoglobulin variable region gene locus in the rabbit evolutionary lineage,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:nrtMV_XWKgEC,"C Su, M Nei","Proceedings of the National Academy of Sciences 96 (17), 9710-9715, 1999"
Probability of identical monomorphism in related species,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:_Re3VWB3Y0AC,"M Nei, WH Li","Genetics Research 26 (1), 31-43, 1975"
Frequency changes of new inversions in populations under mutation-selection equilibria,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:p__nRnzSRKYC,"M Nei, KI Kojima, HE Schaffer","Genetics 57 (4), 741, 1967"
Subunit molecular weight and genetic variability of proteins in natural populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:9Nmd_mFXekcC,"M Nei, PA Fuerst, R Chakraborty","Proceedings of the National Academy of Sciences 75 (7), 3359-3362, 1978"
Reanalysis of Murphy et al.’s data gives various mammalian phylogenies and suggests overcredibility of Bayesian trees,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:-_dYPAW6P2MC,"K Misawa, M Nei","Journal of molecular evolution 57 (1), S290-S296, 2003"
Evolutionary dynamics of the T-cell receptor VB gene family as inferred from the human and mouse genomic sequences,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:t7zJ5fGR-2UC,"C Su, M Nei","Molecular biology and evolution 18 (4), 503-513, 2001"
The history and geography of human genes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:w2UhwfzvF0QC,"LL Cavalli-Sforza, P Menozzi, A Piazza, M Nei","Trends in Genetics 11 (7), 292-292, 1995"
Genomic organization and evolutionary analysis of Ly49 genes encoding the rodent natural killer cell receptors: rapid evolution by repeated gene duplication,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:uJ-U7cs_P_0C,"L Hao, M Nei","Immunogenetics 56 (5), 343-354, 2004"
Persistence of common alleles in two related populations or species,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:XD-gHx7UXLsC,"WH Li, M Nei","Genetics 86 (4), 901-914, 1977"
"Bottlenecks, genetic polymorphism and speciation",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:WZBGuue-350C,M Nei,"Genetics 170 (1), 1-4, 2005"
Rapid expansion of killer cell immunoglobulin-like receptor genes in primates and their coevolution with MHC Class I genes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:yB1At4FlUx8C,"L Hao, M Nei","Gene 347 (2), 149-159, 2005"
"Origin and evolution of the Ig-like domains present in mammalian leukocyte receptors: insights from chicken, frog, and fish homologues",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:ML0RJ9NH7IQC,"N Nikolaidis, J Klein, M Nei","Immunogenetics 57 (1), 151-157, 2005"
Origin and evolution of the chicken leukocyte receptor complex,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:BUYA1_V_uYcC,"N Nikolaidis, I Makalowska, D Chalkia, W Makalowski, J Klein, M Nei","Proceedings of the National Academy of Sciences 102 (11), 4057-4062, 2005"
1987Molecular evolutionary genetics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:AzKEL7Gb_04C,M Nei,"New York: Columbia University Press 168, 178, 1975"
Identity of genes and genetic distance between populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:1DsIQWDZLl8C,M Nei,"Genetics 68 (1), S47-&, 1971"
Analysis of the immunoglobulin light chain genes in zebra finch: evolutionary implications,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:0N-VGjzr574C,"S Das, U Mohamedy, M Hirano, M Nei, N Nikolaidis","Molecular biology and evolution 27 (1), 113-120, 2010"
Total number of individuals affected by a single deleterious mutation in a finite population,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:j8SEvjWlNXcC,"WH Li, M Nei","American Journal of Human Genetics 24 (6 Pt 1), 667, 1972"
The Pennsylvania State University,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:1r-w4gtu6w8C,"S Kumar, K Tamura, M Nei","University Park, PA 16802, 1993"
Hidden genetic variability within electromorphs in finite populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:EkHepimYqZsC,"R Chakraborty, M Nei","Genetics 84 (2), 385-393, 1976"
Fertility excess necessary for gene substitution in regulated populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:uWiczbcajpAC,M Nei,"Genetics 68 (1), 169-184, 1971"
Ancient interlocus exon exchange in the history of the HLA-A locus.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:vDijr-p_gm4C,"AL Hughes, M Nei","Genetics 122 (3), 681-686, 1989"
Genetic variation within species,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:BOlwja0KXvYC,M Nei,"Molecular evolutionary genetics, 176-207, 1987"
Note on genetic drift and estimation of effective population size,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:epqYDVWIO7EC,"F Tajima, M Nei","Genetics 106 (3), 569, 1984"
Genome evolution: let's stick together.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:gsN89kCJA0AC,M Nei,"Heredity 90 (6), 2003"
Molecular origin of species,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:uc_IGeMz5qoC,"M Nei, J Zhang","Science 282 (5393), 1428-1429, 1998"
Neutral mutation hypothesis test,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:9DLIHnF0jcYC,"TS Whittam, M Nei","Nature 354 (6349), 115-116, 1991"
Evolutionary relationships of human populations at the molecular level,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:KUbvn5osdkgC,"M Nei, T Ota","Evolution of life, 415-428, 1991"
Columbia University Press; New York: 1987,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:wSy_KLzO7YEC,M Nei,"Molecular evolutionary genetics.[Google Scholar], 0"
Measurement of domestic animal diversity (MoDAD): original working group report,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:In6cVmBjs0IC,"JSF Barker, WG Hill, D Bradley, M Nei, R Fries, RK Wayne","FAO, Rome, 1998"
"MEGA: Molecular evolutionary genetics analysis, version 1.0",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:WzTVkKNmPSkC,"S Kumer, K Tamura, M Nei","Pennsylvania State Univ., University Park, 1993"
A CASE OF HIGH RATE OF SPONTANEOUS MUTATION AFFECTING VIABILITY IN DROSOPHILA MELANOGASTER,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:-FonjvnnhkoC,"MG Kidwell, JF Kidwell, M Nei","Genetics 75 (1), 133-153, 1973"
Relative roles of mutation and selection in the maintenance of genetic variability,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:b1wdh0AR-JQC,M Nei,"Philosophical Transactions of the Royal Society of London. B, Biological …, 1988"
Relative contributions of germline gene variation and somatic mutation to immunoglobulin diversity in the mouse.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:vbGhcppDl1QC,"T Gojobori, M Nei","Molecular biology and evolution 3 (2), 156-167, 1986"
Standard error of immunological dating of evolutionary time,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:EYYDruWGBe4C,M Nei,"Journal of Molecular Evolution 9 (3), 203-211, 1977"
Utility and efficiency of linked marker genes for genetic counseling. II. Identification of linkage phase by offspring phenotypes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:tuHXwOkdijsC,"A Chakravarti, M Nei","American journal of human genetics 34 (4), 531, 1982"
"Evolutionary relationships of Europeans, Asians, and Africans at the molecular level",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:TIZ-Mc8IlK0C,"M NEi, G Livshits","Population biology of genes and molecules. Baifukan, Tokyo, 251-265, 1990"
Empirical relationship between the number of nucleotide substitutions and interspecific identity of amino acid sequences in some proteins,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:URolC5Kub84C,"M Nei, R Chakraborty","Journal of Molecular Evolution 7 (4), 313-323, 1976"
Evolutionary change of linkage intensity,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:BwyfMAYsbu0C,M Nei,"Nature 218 (5147), 1160-1161, 1968"
LI WH 1979,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:I858iXPj1OkC,M Nei,"Mathematical model for studying genetic variation in terms of restriction …, 0"
"Efficiencies of the NJp, maximum likelihood, and Bayesian methods of phylogenetic construction for compositional and noncompositional genes",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:DyXnQzXoVgIC,"R Yoshida, M Nei","Molecular biology and evolution 33 (6), 1618-1624, 2016"
Genomic organization and evolution of immunoglobulin kappa gene enhancers and kappa deleting element in mammals,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:86PQX7AUzd4C,"S Das, N Nikolaidis, M Nei","Molecular immunology 46 (15), 3171-3177, 2009"
On the maximum-likelihood method for molecular phylogeny,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:ce2CqMG-AY4C,"N Saitou, M Nei","Japanese journal of genetics 62 (6), 547-548, 1987"
Effects of random fluctuation of selection intensity on genetic variability in a finite population,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:tYavs44e6CUC,"M NEI, S YOKOYAMA","The Japanese Journal of Genetics 51 (5), 355-369, 1976"
A simple method for predicting the functional differentiation of duplicate genes and its application to MIKC-type MADS-box genes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:VaXvl8Fpj5cC,"J Nam, K Kaufmann, G Theißen, M Nei","Nucleic Acids Research 33 (2), e12-e12, 2005"
Positive selection in the evolution of mammalian interleukin-2 genes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:g3aElNc5_aQC,"J Zhang, M Nei","Molecular Biology and Evolution 17 (9), 1413-1416, 2000"
Extinction time of deleterious mutant genes in large populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:kuK5TVdYjLIC,M Nei,"Theoretical Population Biology 2 (4), 419-425, 1971"
Evolutionary distance: estimation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:eAlLMO4JVmQC,"M Nei, J Zhang","Encyclopedia of life sciences. Chichester (United Kingdom): John Wiley …, 2006"
Interlocus variation of genetic distance and the neutral mutation theory,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:ILKRHgRFtOwC,"M Nei, Y Tateno","Proceedings of the National Academy of Sciences 72 (7), 2758-2760, 1975"
Effective size of human populations.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:MLfJN-KU85MC,M NEi,"American journal of human genetics 22 (6), 694, 1970"
Stochastic theory of population genetics and evolution,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:kz9GbA2Ns4gC,M Nei,"Vito Volterra Symposium on Mathematical Models in Biology, 17-47, 1980"
Ultraconserved coding regions outside the homeobox of mammalian Hox genes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:M7yex6snE4oC,"Z Lin, H Ma, M Nei","BMC evolutionary biology 8 (1), 1-13, 2008"
Problems arising in phylogenetic inference from restriction-site data,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:FPJr55Dyh1AC,"M Nei, F Tajima",
Genetic relationships between Indians and their neighboring populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:Dip1O2bNi0gC,"AK Roychoudhury, M Nei","Human heredity 35 (4), 201-206, 1985"
Electrophoretically silent alleles in a finite population,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:lmc2jWPfTJgC,"M Nei, R Chakraborty","Journal of Molecular Evolution 8 (4), 381-385, 1976"
"F. TAJIMA, AND Y. TATENO. 1983. Accuracy of estimated phylogenetic trees from molecular data",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:N4u4nq0IxgcC,M Nei,"J. Mol. Evol 19, 153-170, 0"
Evolutionary changes of the target sites of two microRNAs encoded in the Hox gene cluster of Drosophila and other insect species,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:YohjEiUPhakC,"S Miura, M Nozawa, M Nei","Genome Biology and Evolution 3, 129-139, 2011"
Genomic drift and copy number variation of chemosensory receptor genes in humans and mice,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:rmuvC79q63oC,"M Nozawa, M Nei","Cytogenetic and Genome Research 123 (1-4), 263-269, 2008"
Phylogenetic inference: maximum parsimony methods,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:wUn16MOA3RoC,M Nei,"Molecular evolution and phylogenetics, 2000"
DNA polymorphism within and between populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:k_7cPK9k7w8C,M Nei,"Molecular evolutionary genetics, 254-286, 1987"
Total number of individuals affected by a single deleterious mutation in large populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:LI9QrySNdTsC,M Nei,"Theoretical Population Biology 2 (4), 426-430, 1971"
Genetic structure of human populations III. Differentiation of ABO blood group gene frequencies in small areas of Japan,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:i2xiXl-TujoC,"M Nei, Y Imaizumi","Heredity 21 (3), 461-472, 1966"
Proportion of informative families for genetic counseling with linked marker genes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:e_rmSamDkqQC,M Nei,"Japanese journal of human genetics 24 (3), 131-142, 1979"
